order_id,order_date,region,city,channel,segment,category,subcategory,payment_method,quantity,unit_price,discount_rate,distance_km,weight_kg,promised_delivery_days,actual_delivery_days,returned,customer_satisfaction,shipping_cost,cogs,payment_fee,net_sales,profit,staff_id,customer_id
ORD-BYQZFHPS,2024-04-28,Nakuru,Bahati,Retail,Consumer,Electronics,TVs,M-Pesa,1,71266.13,0.124,24.7,3.81,2,5,0,3.91,146.72,46373.04,312.01,62402.96,15571.19,S-62ONLV,C-TMMYH2MZ
ORD-5SZ4QXWI,2025-10-26,Mombasa,Likoni,Retail,Consumer,Building Materials,Paint,M-Pesa,2,1589.52,0.254,24.9,2.6,2,3,0,4.39,138.05,1730.89,11.86,2372.28,491.48,S-T11XPC,C-CLP9M3UI
ORD-850Y16LB,2024-04-30,Kisumu,Manyatta,Online,Consumer,Home & Office,Stationery,Card,1,721.84,0.051,7.9,9.83,3,3,0,4.3,425.27,441.36,15.07,685.21,-196.5,,C-NNMITD3S
ORD-9JBAQR7S,2025-11-08,Kisumu,Milimani,Online,Consumer,Home & Office,Furniture,Card,3,20487.12,0.142,34.7,7.21,1,1,0,4.26,569.07,36534.94,1159.58,52707.97,14444.38,,C-IGGJASG8
ORD-0Y3DC446,2025-06-28,Nairobi,Westlands,Retail,SME,Building Materials,Paint,M-Pesa,4,1470.0,0.132,63.5,5.04,2,6,0,2.74,257.98,3902.06,25.51,5101.98,916.44,S-2G7U66,C-OC6YFBJ6
ORD-TZ5ZY8SS,2024-05-09,Mombasa,Changamwe,Agent,Consumer,Electronics,Smartphones,M-Pesa,4,52847.74,0.139,36.3,4.89,2,2,0,4.2,529.38,126410.46,909.95,181989.23,54139.44,S-H47MYR,C-XP5AI4WD
ORD-HA5G9K4O,2024-07-12,Nakuru,Lanet,Online,SME,Electronics,Accessories,M-Pesa,2,3036.94,0.206,6.3,1.62,4,4,0,4.35,233.17,3531.88,24.1,4820.66,1031.51,,C-ASTN9YN1
ORD-NM51C2O7,2024-05-21,Eldoret,Langas,Retail,Corporate,GROCERY,Dry Goods,Bank Transfer,20,468.13,0.172,9.6,2.88,1,1,0,,99.86,6782.95,23.27,7756.38,850.3,S-NE4CT0,C-6QWCR1U2
ORD-KZ3K4SJ7,2024-05-29,Nakuru,Molo,Retail,Consumer,Electronics,Smartphones,M-Pesa,4,45527.31,0.107,52.2,12.32,2,2,0,,284.42,111980.18,812.95,162590.79,49513.23,S-QDU84D,C-8TBFAH6O
ORD-XN8JY7F2,2025-11-10,Nakuru,Bahati,Online,Consumer,Fashion,Kids,M-Pesa,3,2393.55,0.058,12.2,0.93,2,3,0,3.94,261.7,3878.71,33.81,6761.33,2587.11,,C-8GU24XEN
ORD-XJ8IFB31,2025-04-08,Mombasa,Nyali,Retail,Consumer,Fashion,Footwear,M-Pesa,4,3110.37,0.006,22.8,5.27,2,3,0,3.94,153.03,7534.84,61.82,12364.94,4615.24,S-804YHT,C-HIQQURWV
ORD-Q07IZKK3,2024-05-23,Mombasa,Likoni,Retail,SME,Fashion,Kids,Cash on Delivery,5,1907.27,0.077,57.9,1.93,2,2,0,4.27,219.46,4991.97,0.0,8800.52,3589.1,S-KWLI6K,C-VFSVIVBY
ORD-BGKK5CLP,2025-10-04,Nakuru,Molo,Online,Consumer,Grocery,Dry Goods,M-Pesa,10,629.55,0.146,35.2,3.89,1,2,0,4.44,499.67,4386.68,26.87,5374.54,461.32,,C-BOLDOM6A
ORD-WOA2W9FF,2025-01-25,Mombasa,Kisauni,Retail,Consumer,Electronics,Smartphones,Bank Transfer,3,55821.96,0.14,18.0,3.86,0,2,0,3.96,129.51,104075.83,431.83,143943.24,39306.06,S-29E7B9,C-D3LXIZYG
ORD-D4QDUOR6,2025-12-14,Nakuru,Molo,Retail,Corporate,Electronics,Computers,Bank Transfer,13,92917.54,0.115,17.7,1.36,0,1,0,4.08,109.54,740677.79,3207.15,1069049.87,325055.39,S-VCYKRG,C-BS4OLGPB
ORD-3HW9IJFP,2024-01-22,Kisumu,Manyatta,Agent,Consumer,Fashion,Women,M-Pesa,3,3855.55,0.183,24.8,3.02,1,2,0,3.3,402.7,5533.65,47.23,9445.37,3461.79,S-IFOT16,C-ZGDW8TL2
ORD-10JMX2TE,2024-11-22,Eldoret,Kapsoya,Retail,Consumer,Home & Office,Cleaning,Card,3,807.25,0.068,14.2,3.95,0,1,0,3.84,120.29,1379.38,49.66,2257.4,708.06,S-LYIIRO,C-PQA0FL03
ORD-HO4FWUTH,2025-07-05,Nairobi,CBD,Retail,Consumer,Fashion,Kids,M-Pesa,2,2172.88,0.272,19.2,6.42,2,0,1,3.01,152.21,1819.97,15.82,3164.5,-1299.78,S-76JYXQ,C-J8AIDPV8
ORD-ZFWJ6LRB,2024-08-08,Kisumu,Manyatta,Retail,Consumer,Fashion,Footwear,M-Pesa,1,3106.95,0.222,38.0,3.66,1,3,0,3.8,180.37,1303.14,12.08,2416.51,920.92,S-S5V49N,C-VHIVY0UW
ORD-6LUS9JRE,2024-11-04,Eldoret,Kapsoya,Online,SME,Electronics,Smartphones,M-Pesa,4,45398.12,0.181,20.3,1.87,3,4,0,5.0,343.6,110944.49,743.82,148763.87,36731.95,,C-E5Y9QZH9
ORD-47CXNR5Q,2024-02-10,Eldoret,Langas,Online,SME,Electronics,Accessories,Cash on Delivery,1,3381.48,0.15,20.8,,2,2,0,4.19,363.91,2104.68,0.0,2875.5,406.91,,C-6GCKBXWR
ORD-MTKTBCVK,2025-07-20,Nakuru,Bahati,Retail,Consumer,Fashion,Men,M-Pesa,3,2804.13,0.236,20.6,3.17,0,0,0,4.47,131.01,3832.37,32.14,6428.52,2433.0,S-N82SHC,C-QGRJG999
ORD-BWVAR2ER,2025-09-01,Nairobi,CBD,Online,Consumer,Grocery,Fresh Produce,Cash on Delivery,13,265.89,0.131,63.0,2.57,3,3,0,4.03,678.84,2464.65,0.0,3005.41,-138.08,,C-9GHTLVHM
ORD-RVZDC61K,2024-03-09,Nakuru,Lanet,Online,Consumer,Grocery,Dairy,M-Pesa,1,192.14,0.085,25.9,3.01,4,5,0,3.95,410.8,139.14,0.88,175.73,-375.08,,C-5HNRA2E5
ORD-4T8836FQ,2024-09-01,Mombasa,Kisauni,Retail,Consumer,FASHION,Women,Card,5,3065.22,0.095,21.7,3.33,2,2,0,4.3,135.12,7493.11,305.26,13875.53,5942.03,S-1XTQI7,C-ECCHTBXX
ORD-5MX6LZZR,2025-07-09,Nakuru,Naivasha,Online,Consumer,HOME & OFFICE,Appliances,Card,3,24648.99,0.35,,4.72,2,3,0,3.81,349.99,31066.95,1057.44,48065.54,15591.16,,C-AIWSY6O1
ORD-U308UFIL,2025-07-22,Eldoret,Pioneer,Retail,Consumer,Grocery,Dry Goods,M-Pesa,2,580.93,0.228,24.5,3.22,2,2,0,4.93,141.5,769.44,4.49,897.27,-18.15,S-IHI2MM,C-QNFG5DL8
ORD-QD3CKR6Q,2025-11-20,Kisumu,Milimani,Retail,Corporate,Electronics,TVs,Card,7,69560.79,0.073,59.0,2.42,2,5,0,2.72,226.04,326153.21,9933.51,451523.26,115210.5,S-FV7348,C-NYVTEWT3
ORD-4MBRNTRD,2025-11-11,Kisumu,Milimani,Retail,SME,Grocery,Dairy,M-Pesa,7,224.84,0.096,5.8,4.19,0,1,0,3.87,99.91,1129.73,7.11,1422.53,185.79,S-JAPWJ2,C-J4RSY21R
ORD-IBH55PGC,2025-09-20,Kisumu,Manyatta,Online,Consumer,Home & Office,Furniture,Bank Transfer,5,17941.24,0.07,54.8,4.26,4,5,0,3.69,655.03,51823.6,250.37,83457.58,30728.58,,C-DRRJ9WVU
ORD-K01N3UC4,2024-04-18,Nairobi,Kasarani,Retail,Consumer,Building Materials,Paint,M-Pesa,2,1062.07,0.097,17.2,6.62,2,8,1,1.41,148.63,1425.86,9.59,1917.73,-1301.65,S-ISRQL3,C-1IN4TCBL
ORD-G578I3L5,2025-04-02,Nairobi,Kasarani,Online,Consumer,Fashion,Men,M-Pesa,5,3096.15,0.105,,5.67,3,4,0,4.16,457.35,8449.45,69.27,13853.5,4877.43,,C-JO3YC77Z
ORD-R23FFUZ8,2024-01-14,Mombasa,Likoni,Online,SME,Electronics,Smartphones,Cash on Delivery,5,49434.45,0.343,29.3,1.44,3,3,0,4.65,401.67,104587.63,0.0,162364.33,57375.04,,C-VBC2RHOH
ORD-LHG4YYG0,2025-07-03,Mombasa,Likoni,Agent,Consumer,Fashion,Kids,Cash on Delivery,3,2127.82,0.209,27.5,1.94,4,2,0,3.99,398.81,2688.37,0.0,5052.37,1965.19,S-OZDV1B,C-IL34P3K2
ORD-FS60X6NF,2024-08-28,Mombasa,Changamwe,Retail,Consumer,Grocery,Dairy,M-Pesa,14,196.0,0.075,8.3,10.11,0,0,0,4.83,152.21,1804.49,12.7,2539.4,570.01,S-S85HBL,C-CZHW75Z0
ORD-CWYXL8KX,2025-02-16,Nakuru,Bahati,Retail,Consumer,Fashion,Men,M-Pesa,5,3262.3,0.224,35.4,3.32,1,1,0,4.77,171.1,7376.59,63.26,12652.9,5041.95,S-QFGKVZ,C-8TOO6VUD
ORD-ODXDBV1V,2024-11-16,Nairobi,CBD,Retail,Consumer,Grocery,Dry Goods,Cash on Delivery,12,534.65,0.09,42.3,2.03,1,3,0,4.16,179.15,4517.78,0.0,5835.81,1138.87,S-TIYEEM,C-J7LL1JM1
ORD-NK3ZA64R,2024-10-04,Mombasa,Likoni,Online,SME,Building Materials,Steel,M-Pesa,4,1705.06,0.095,67.6,7.21,2,2,0,4.43,815.78,4051.12,30.87,6174.39,1276.62,,C-QCGA9K22
ORD-WL6F8VRW,2025-09-28,Mombasa,Nyali,Online,Consumer,Grocery,Beverages,M-Pesa,2,173.41,0.126,40.7,5.11,4,4,0,3.93,567.77,242.54,1.52,303.07,-508.75,,C-54A0HGHY
ORD-MG5AN0TS,2025-02-11,Nairobi,Westlands,Retail,SME,Grocery,Beverages,Cash on Delivery,5,153.38,0.083,58.3,6.19,1,0,0,,253.15,510.97,0.0,702.86,-61.26,S-XYJ4NG,C-2KCWDQ8H
ORD-KFWRZ612,2025-12-01,Kisumu,Kondele,Retail,Consumer,Electronics,Accessories,Bank Transfer,4,3794.98,0.046,33.1,2.21,1,3,0,4.11,156.37,10708.38,43.42,14474.36,3566.18,S-BDJLFK,C-IVNRF3EM
ORD-GOUFO6Q0,2024-10-11,Mombasa,Likoni,Retail,SME,Electronics,Smartphones,Card,3,52448.29,0.172,31.3,3.45,0,0,0,4.79,161.2,95988.82,2866.1,130277.39,31261.27,S-6A124Y,C-3DZ0S2R4
ORD-7Z7I9OOZ,2024-11-28,Nairobi,Kasarani,Retail,Corporate,Fashion,Footwear,Bank Transfer,10,2954.76,0.162,49.5,2.77,2,3,0,4.18,203.67,13657.55,74.28,24760.7,10825.2,S-FINFQC,C-8VFVUWAP
ORD-3S43OI77,2025-02-27,Kisumu,Milimani,Retail,Consumer,Grocery,Dairy,M-Pesa,10,233.8,0.06,58.2,3.25,0,0,0,4.51,230.44,1723.63,10.99,2197.61,232.56,S-GCVLQX,C-VT3JPR80
ORD-FYWSREZJ,2024-09-30,Kisumu,Kondele,Retail,Consumer,Home & Office,Appliances,M-Pesa,5,24111.02,0.196,33.7,5.16,0,0,0,4.6,180.77,59306.36,484.79,96957.43,36985.52,S-G5BWRG,C-7DLRSUI0
ORD-EVWR3JD2,2024-06-19,Kisumu,Milimani,Retail,Corporate,Home & Office,Furniture,Bank Transfer,6,21997.56,0.185,22.0,4.47,2,2,0,5.0,144.7,58308.26,322.77,107591.42,48815.68,S-6HCQ9D,C-H6VECWLM
ORD-4WXM7VLS,2025-04-16,Nakuru,Bahati,Retail,Consumer,Home & Office,Cleaning,M-Pesa,4,1412.53,0.245,2.9,6.77,1,2,0,4.19,112.11,2931.27,21.33,4266.68,1201.97,S-1KTAWQ,C-KLI8BA19
ORD-587JG2G9,2025-07-22,Nakuru,Naivasha,Retail,Consumer,Grocery,Dairy,M-Pesa,8,259.79,0.226,38.5,11.38,1,2,0,3.97,241.21,1254.56,8.04,1607.78,103.97,S-8M8DO3,C-K1KC0YLE
ORD-V9Q4NNF4,2024-05-09,Eldoret,Kapsoya,Online,Consumer,Electronics,TVs,M-Pesa,4,64450.85,0.137,18.8,2.36,1,2,0,4.28,342.71,153357.66,1112.87,222573.67,67760.43,,C-ZXZQW9WM
ORD-P92SVQYI,2024-06-20,Mombasa,Likoni,Online,Consumer,Grocery,Dry Goods,M-Pesa,12,457.48,0.334,12.5,1.62,3,3,0,4.4,279.63,2933.41,18.29,3657.7,426.38,,C-UD1E0UST
ORD-38MULCRD,2025-01-22,Nairobi,Westlands,Online,Consumer,Grocery,Dairy,Card,15,223.05,0.09,53.1,2.51,2,1,0,4.16,603.44,2556.16,67.0,3045.37,-181.23,,C-CS2Z69DT
ORD-XXMTWWJE,2024-10-02,Nairobi,CBD,Retail,Consumer,Fashion,Women,Card,3,3736.38,0.333,78.8,13.31,2,2,0,4.64,361.88,4504.53,164.42,7473.51,2442.69,S-YGH38X,C-MZ3C81SO
ORD-TT6V4IPY,2025-08-10,Kisumu,Milimani,Agent,Consumer,Home & Office,Cleaning,M-Pesa,3,1035.16,0.228,15.2,10.57,1,2,0,4.07,496.34,1530.23,11.98,2396.58,358.01,S-N2VLF5,C-9BO58NWM
ORD-N4529VKQ,2025-10-04,Eldoret,Pioneer,Online,Corporate,Grocery,Dry Goods,Bank Transfer,12,538.06,0.203,48.6,1.14,2,3,0,4.06,539.67,3773.66,15.44,5146.31,817.54,,C-4OCPQACF
ORD-HYL80EFJ,2025-01-01,Kisumu,Kondele,Retail,Corporate,Grocery,Dry Goods,Bank Transfer,7,432.96,0.161,71.5,5.22,1,2,0,4.25,280.38,2147.09,7.63,2543.73,108.63,S-4A0XUB,C-MC07PO41
ORD-BTMJ4BVQ,2024-06-27,Nakuru,Naivasha,Online,SME,Grocery,Fresh Produce,Bank Transfer,12,227.3,0.127,21.2,3.44,1,1,0,4.05,384.58,1897.9,7.14,2380.25,90.63,,C-3FVRT4WU
ORD-FKNBYQ9H,2025-08-16,Eldoret,Kapsoya,Online,Consumer,Electronics,Smartphones,Cash on Delivery,5,51083.13,0.236,45.6,6.99,3,3,1,3.69,646.1,139117.2,0.0,195221.02,-26712.25,,C-8F1O62V0
ORD-5JPQ69QO,2024-05-24,Eldoret,Langas,Online,SME,Fashion,Women,M-Pesa,3,3648.12,0.211,32.9,6.9,4,5,0,4.13,548.69,5182.47,43.17,8634.24,2859.91,,C-QCG2E9QE
ORD-U99GN8HB,2025-05-18,Mombasa,Likoni,Online,Corporate,Home & Office,Appliances,Bank Transfer,14,22609.63,0.173,20.6,5.71,2,4,0,2.82,430.03,169733.49,785.45,261816.5,90867.52,,C-CSWFZ9BU
ORD-UP46N1LO,2024-01-04,Eldoret,Langas,Online,SME,Grocery,Dairy,M-Pesa,2,232.71,0.069,21.6,3.29,4,5,0,4.05,384.35,324.78,2.17,433.46,-277.84,,C-F1RACDFE
ORD-SRO62LTV,2025-06-15,Kisumu,Manyatta,Online,Consumer,Fashion,Kids,Bank Transfer,5,2466.9,0.067,12.9,5.97,2,2,0,,378.09,6856.28,34.52,11506.33,4237.43,,C-5KMLX4D3
ORD-KRS3GT4B,2025-06-25,Mombasa,Changamwe,Retail,Consumer,Building Materials,Cement,M-Pesa,5,1009.47,0.168,33.4,,1,2,0,4.33,154.48,3103.84,20.99,4198.78,919.46,S-EQRQOM,C-49VP5A4G
ORD-D5XZ1QXA,2024-11-16,Eldoret,Pioneer,Agent,SME,Electronics,Accessories,Cash on Delivery,3,4035.99,0.35,43.3,3.66,4,4,0,4.35,555.01,5262.64,0.0,7870.18,2052.52,S-TDLEWQ,C-NGGJKPA3
ORD-8YBF5QDF,2024-10-09,Nakuru,Molo,Retail,Consumer,Fashion,Men,Bank Transfer,2,2732.8,0.284,50.5,4.2,0,0,0,,217.51,2254.44,11.74,3911.75,1428.07,S-S2TFEJ,C-P9CMHPY7
ORD-GJ4WNBFM,2025-12-30,Eldoret,Langas,Retail,Consumer,Electronics,TVs,M-Pesa,3,62410.15,0.142,23.5,4.12,1,3,0,3.99,145.86,121333.79,803.01,160601.81,38319.15,S-34TEPU,C-FTCAQQKX
ORD-J4SYEJXH,2024-03-09,Nairobi,CBD,Online,SME,Grocery,Dry Goods,M-Pesa,4,471.26,0.133,20.6,2.6,4,4,0,5.0,361.94,1317.87,8.17,1634.47,-53.51,,C-GJRYH4GF
ORD-OIQULHCW,2025-06-10,Nakuru,Naivasha,Retail,Consumer,Grocery,Beverages,Card,1,203.06,0.082,23.4,6.26,2,2,0,4.46,162.24,139.87,4.1,186.42,-119.79,S-QWIIMT,C-0CV991S6
ORD-EUM6X64C,2025-01-24,Kisumu,Milimani,Online,Consumer,Building Materials,Tiles,M-Pesa,1,1431.52,0.105,8.0,5.49,3,9,0,1.88,330.66,935.7,6.4,1280.6,7.83,,C-1MV4PIW8
ORD-LKN598J9,2025-05-13,Nairobi,Embakasi,Online,Consumer,Fashion,Women,Card,1,4498.11,0.108,73.9,5.86,4,3,0,3.96,833.31,2191.65,88.27,4012.46,899.22,,C-48MLG6JV
ORD-1ZXY12FS,2025-06-06,Nakuru,Lanet,Online,SME,GROCERY,Beverages,,12,132.17,0.346,41.1,2.55,2,3,0,4.44,514.09,811.97,3.11,1036.94,-292.24,,C-QXYWXHV5
ORD-HTO2K1QR,2024-01-16,Eldoret,Kapsoya,Agent,Corporate,Fashion,Women,M-Pesa,9,3060.44,0.35,12.6,1.16,1,2,0,4.97,269.97,10374.22,89.52,17903.57,7169.86,S-EDCP7N,C-3Q0EZVF3
ORD-BCFW38FE,2024-09-06,Eldoret,Kapsoya,Online,Consumer,Electronics,TVs,M-Pesa,1,67333.58,0.311,46.4,2.03,4,7,0,3.19,542.78,31006.53,231.85,46370.38,14589.21,,C-17C7UX4F
ORD-9F3SNL7Z,2024-02-10,Kisumu,Manyatta,Retail,SME,Home & Office,Cleaning,M-Pesa,5,1085.66,0.208,38.8,3.84,0,0,0,4.79,183.9,2808.43,21.5,4300.13,1286.3,S-X7OX6Z,C-VTPQ49Q7
ORD-VB2NDK0L,2024-03-18,Kisumu,Kondele,Retail,Consumer,Electronics,Smartphones,M-Pesa,4,43077.46,0.138,11.9,5.3,1,1,0,4.61,124.6,105704.48,742.77,148554.39,41982.54,S-07CJXL,C-RVB6MGRT
ORD-42UG33BE,2025-01-02,Mombasa,Changamwe,Agent,Consumer,Electronics,Accessories,M-Pesa,1,4014.6,0.343,41.7,3.5,3,3,0,4.42,539.81,1909.94,13.2,2639.49,176.55,S-A9BCKT,C-NLMKWG73
ORD-9705XY89,2025-08-30,Mombasa,Changamwe,Online,Corporate,BUILDING MATERIALS,Tiles,Card,8,1315.47,0.188,81.9,3.74,2,3,0,4.07,846.26,6415.9,187.98,8544.32,1094.19,,C-278MZG00
ORD-JG1LDZMZ,2024-09-26,Kisumu,Milimani,Online,Consumer,Home & Office,Furniture,Card,5,19617.96,0.096,13.0,6.83,2,8,0,2.22,397.58,54651.75,1951.3,88695.51,31694.89,,C-2DJFL5HE
ORD-S7HJAH1E,2024-12-17,Nakuru,Molo,Retail,SME,Building Materials,Cement,M-Pesa,3,869.24,0.159,57.8,3.05,1,1,0,4.23,227.76,1549.68,10.96,2191.85,403.44,S-5P4YFD,C-GIF0SRKY
ORD-LYO0XK6C,2025-11-11,Kisumu,Milimani,Retail,SME,Grocery,Fresh Produce,M-Pesa,1,223.62,0.157,28.5,5.03,2,0,0,4.22,165.99,145.18,0.94,188.59,-123.52,S-IDPCSY,C-6G9B2WAJ
ORD-MCPUS5LN,2024-04-04,Nairobi,Embakasi,Online,Consumer,Electronics,Smartphones,M-Pesa,2,72307.94,0.246,35.8,2.56,2,3,1,3.38,474.56,81045.43,545.08,109015.65,-56163.6,,C-7C3WQ1AU
ORD-3JYV4588,2025-01-28,Nakuru,Lanet,Retail,Consumer,Electronics,TVs,M-Pesa,2,58059.83,0.133,15.3,5.59,2,3,0,4.24,135.68,70679.99,503.35,100670.1,29351.07,S-JYH1ZJ,C-LC5YTQ2X
ORD-XJIXSLXD,2025-02-12,Eldoret,Langas,Retail,Consumer,Grocery,Fresh Produce,Card,2,215.66,0.052,,5.67,1,3,0,3.93,226.63,300.13,8.99,408.78,-126.97,S-D494IS,C-6AQLYF30
ORD-SPPGJ35K,2024-06-06,Nairobi,Kasarani,Retail,Consumer,Fashion,Women,M-Pesa,1,2950.87,0.038,21.5,2.59,0,0,0,3.62,128.81,1559.66,14.19,2837.8,1135.15,S-4XVYXO,C-SLWTQHJG
ORD-F6C44YJ9,2025-11-09,Nairobi,Westlands,Retail,Consumer,Home & Office,Furniture,M-Pesa,3,15747.88,0.192,69.9,3.96,0,3,0,3.18,266.36,24837.17,190.98,38196.25,12901.74,S-1N1UMA,C-4KLDWZKC
ORD-IHUCGYD9,2025-04-05,Nakuru,Bahati,Retail,Consumer,Grocery,Fresh Produce,M-Pesa,14,296.38,0.312,14.8,2.11,2,4,0,3.93,107.7,2247.08,14.28,2855.95,486.89,S-45HYSK,C-KEGMPS7K
ORD-IZOWOJPM,2025-08-04,Kisumu,Kondele,Online,SME,Building Materials,Steel,Cash on Delivery,2,2279.67,0.226,6.4,9.18,2,3,0,4.02,399.87,2405.25,0.0,3529.01,723.89,,C-AI1R93PK
ORD-0XUYAETH,2025-09-18,Mombasa,Likoni,Online,Consumer,BUILDING MATERIALS,Paint,M-Pesa,4,1117.46,0.18,15.7,13.85,4,4,0,4.3,572.13,2533.76,18.33,3666.6,542.38,,C-644C3X3T
ORD-AMTHNCET,2025-07-15,Nairobi,Kasarani,Online,Consumer,Fashion,Men,Bank Transfer,3,3430.32,0.187,7.7,7.21,3,8,0,2.98,366.1,5178.2,25.1,8367.62,2798.21,,C-G76U5OB9
ORD-4DZXTFRK,2025-07-21,Nakuru,Bahati,Retail,SME,Electronics,Computers,M-Pesa,3,78712.27,0.105,11.6,4.0,0,0,0,4.61,113.7,134969.55,1056.68,211335.93,75196.01,S-2R35SB,C-XDP1THIX
ORD-9AIXZYKH,2025-02-03,Nairobi,CBD,Online,Consumer,Fashion,Women,Cash on Delivery,1,3232.31,0.204,16.4,1.21,1,1,0,3.91,299.45,1556.87,0.0,2571.86,715.53,,C-6SROLZEX
ORD-Q9GK5WBA,2024-05-27,Eldoret,Pioneer,Retail,Consumer,Grocery,Beverages,M-Pesa,4,201.12,0.055,35.6,1.42,2,0,0,3.42,156.82,629.87,3.8,760.33,-30.16,S-BW22UT,C-42PYV3SR
ORD-5LF829JR,2025-04-22,Mombasa,Changamwe,Retail,Consumer,Grocery,Dry Goods,M-Pesa,4,511.96,0.268,30.1,4.29,0,2,0,3.75,164.5,1141.46,7.5,1499.95,186.49,S-9NZVWJ,C-492HL8GX
ORD-XL9N2RIU,2024-02-28,Eldoret,Langas,Online,SME,Fashion,Kids,M-Pesa,5,2101.23,0.095,22.1,2.89,4,4,0,,378.95,4989.67,47.54,9507.59,4091.43,,C-W2W4Z1DR
ORD-BTQ1NVV2,2025-09-18,Nakuru,Lanet,Online,Consumer,Grocery,Beverages,M-Pesa,4,155.38,0.185,23.5,1.44,3,3,0,4.77,357.86,378.62,2.53,506.57,-232.44,,C-VX1D69UU
ORD-F9U989AX,2025-08-27,Mombasa,Kisauni,Online,SME,Fashion,Women,Cash on Delivery,3,4461.58,0.197,13.4,1.57,4,2,0,4.37,284.86,6174.73,0.0,10747.71,4288.12,,C-Q3CTUBG5
ORD-M0FGNQET,2024-12-08,Nakuru,Molo,Online,Consumer,Fashion,Footwear,Cash on Delivery,3,2984.51,0.181,54.8,8.48,3,3,0,5.0,747.35,4235.7,0.0,7333.06,2350.02,,C-EOY5UDKI
ORD-F1OY171H,2025-09-14,Nakuru,Naivasha,Online,Consumer,Fashion,Kids,M-Pesa,2,2484.78,0.041,20.2,3.07,2,2,0,4.06,369.12,2894.7,23.82,4763.42,1475.79,,C-LNMVICB9
ORD-VY3QO8B5,2025-12-26,Eldoret,Kapsoya,Online,SME,Fashion,Kids,Card,5,2298.17,0.076,67.6,2.73,4,4,0,3.8,717.17,6074.95,233.6,10618.22,3592.5,,C-1HKH4FKU
ORD-6CO063UG,2025-12-02,Nairobi,Lang'ata,Retail,Consumer,Electronics,Computers,M-Pesa,5,73344.15,0.047,26.2,3.34,0,0,0,5.0,146.84,242311.12,1748.04,349607.06,105401.06,S-BJIH99,C-LC7X8WA5
ORD-A96BMVDD,2024-12-07,Nakuru,Naivasha,Online,Corporate,Fashion,Kids,Card,8,1911.01,0.172,47.0,2.44,2,3,0,4.13,556.07,7114.63,278.32,12651.02,4701.99,,C-CNN00HVD
ORD-03ITFHI5,2025-09-11,Nakuru,Molo,Retail,Consumer,Home & Office,Stationery,Cash on Delivery,5,693.98,0.117,14.1,4.11,0,0,0,4.92,121.16,2048.36,0.0,3062.52,892.99,S-XUX3Y4,C-I8RMUG9J
ORD-BPUKPCEX,2024-08-11,Nakuru,Naivasha,Retail,SME,Home & Office,Appliances,Bank Transfer,1,23739.71,0.338,33.3,7.36,0,0,0,4.83,196.58,10289.67,47.17,15722.86,5189.44,S-UEGANW,C-AEKPW062
ORD-VMG8N14Y,2025-02-05,Nairobi,Embakasi,Retail,Consumer,Grocery,Beverages,M-Pesa,9,177.75,0.088,,,0,0,0,4.36,120.81,1100.21,7.3,1459.13,230.82,S-2T7XX2,C-UY0VSH25
ORD-ML9DVQ4A,2025-04-07,Eldoret,Kapsoya,Online,Consumer,Home & Office,Cleaning,M-Pesa,3,1205.98,0.07,19.5,4.98,4,7,0,3.29,405.87,2170.2,16.81,3362.88,769.99,,C-XS41DUUW
ORD-14COM8IW,2024-07-24,Eldoret,Kapsoya,Online,Consumer,Grocery,Beverages,Bank Transfer,11,128.45,0.112,26.4,2.96,2,3,0,4.29,412.72,985.33,3.76,1254.86,-146.95,,C-VQI4BLLI
ORD-9JKM62OJ,2025-12-02,Eldoret,Pioneer,Retail,Consumer,Fashion,Women,M-Pesa,1,3702.33,0.014,21.8,2.41,2,3,0,3.71,128.21,2048.89,18.25,3650.34,1454.99,S-CU9DAH,C-ZC9BGLEN
ORD-0LEIQO9R,2025-10-24,Kisumu,Manyatta,Retail,Consumer,Fashion,Kids,M-Pesa,4,2066.5,0.061,6.8,2.88,2,3,0,3.82,92.55,4527.47,38.8,7759.55,3100.72,S-EF3H2M,C-QZDQUAFB
ORD-JP7LNOUR,2024-08-10,Mombasa,Likoni,Online,Consumer,Grocery,Beverages,M-Pesa,10,151.44,0.093,19.9,11.7,2,2,0,4.22,557.01,1056.87,6.87,1373.92,-246.82,,C-UTDSFJ04
ORD-XHC8GR6D,2024-06-29,Nakuru,Bahati,Retail,Corporate,Grocery,Fresh Produce,Card,17,236.08,0.156,13.8,2.15,1,0,0,4.44,105.27,2411.18,74.52,3387.45,796.47,S-LE69H8,C-UPEMXJBE
ORD-4FH3SOMO,2025-05-12,Nakuru,Molo,Online,SME,Electronics,Smartphones,M-Pesa,4,60345.02,0.125,57.2,5.79,1,0,0,3.47,706.19,151540.66,1055.97,211194.96,57892.14,,C-C49JFPRA
ORD-GEGEMZ7M,2025-11-15,Mombasa,Kisauni,Agent,SME,Electronics,Smartphones,M-Pesa,4,58071.5,0.156,37.5,4.63,2,2,0,4.05,532.96,135575.49,979.93,195985.47,58897.1,S-EGVFDE,C-V1ZFFP5A
ORD-H74MF6ZU,2025-11-14,Nakuru,,Online,SME,Grocery,Fresh Produce,M-Pesa,7,248.41,0.08,5.8,3.28,4,5,0,3.63,265.47,1227.32,8.0,1599.31,98.53,,C-TQ6BMUDI
